article_id,title,sentence_idx,text,is_headline,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,-1,Dialog records stronger 3Q26 as it keeps focus on long-term plans,True,0.00023262694042381957,0.0003117913838402629,0.00029016991620206203,0.0002844695025715695,0.18428257542433782,0.0002653870368550552
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,0,"PETALING JAYA: Dialog Group Bhd is staying focused in the pursuit of its key long-term strategies, while remaining confident that its business model is well structured to weather headwinds arising from economic uncertainty, oil price volatility and currency movements.",False,0.00020946341409708354,0.9999848818780552,0.8619172562099475,0.41033821152707045,0.4,0.9564305046895131
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,1,"The group said it will continue to build and strengthen its competencies by

investing in as well as upskilling its workforce and digital transformation to ensure efficiency and competitiveness.",False,0.4,0.4,0.7540711894729989,0.6853705393232402,0.4,0.4
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,2,"Releasing its results for the third quarter (3Q26) for the financial year ending June (FY26) yesterday, Dialog saw net profit improve by 9.9% year-on-year (y-o-y) to RM148.3mil, as revenue climbed 20.4% to RM696.9mil.",False,0.7296146371073561,0.4,0.9691148660753574,0.4,0.4575006187197697,0.4
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,3,"In a bourse filing, the group attributed the improved 1Q26 y-o-y showing to strong performance that was driven by positive contribution across its businesses, particularly its Malaysia operations.",False,0.9376931999736813,0.4,0.9691148660753574,0.616690594508503,0.4,0.4
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,4,"Cumulatively for the nine months ended March, bottom line almost tripled y-o-y to RM426mil, as turnover increased by 11.5% to RM2.11bil.",False,0.9741393957136406,0.6565307601742927,0.9691148660753574,0.798951100106439,0.4,0.6622126621725986
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,5,"“The group’s Malaysia operations remained very active across the downstream, midstream and upstream businesses, translating into improved profit contribution overall in the current financial quarter.",False,0.4,0.4,0.9132297068773954,0.4,0.4,0.4
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,6,"“The downstream business recorded increased contributions from various engineering, procurement, construction and commissioning projects, supported by ongoing new projects,” said Dialog.",False,0.4,0.4,0.9691148660753574,0.6221682473618491,0.4,0.6622126621725986
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,7,"It added that its midstream business continued to deliver stable revenue and earnings, underpinned by healthy tank storage occupancy, while its upstream operations benefitted from the higher realised oil prices.",False,0.7296146371073561,0.9999947271716824,0.9691148660753574,0.8057534043486678,0.4,0.9821835095402702
0,Dialog records stronger 3Q26 as it keeps focus on long-term plans,8,"Compared to the preceding quarter ended December 2025, Dialog charted a 7.7% growth in net profit from RM137.7mil, despite top line slipping by 7.9% from RM756.3mil.",False,0.7296146371073561,0.6565307601742927,0.9691148660753574,0.616690594508503,0.4,0.4
